stretching 40.0
type_eddy 1.0
dy 500.0
H_eddy 300.0
V0_eddy 0.5
ngrid_y 400.0
Lx 200000.0
Lz 4000.0
dx 500.0
ngrid_z 100.0
R_eddy 10000.0
power_shape 20.0
refinement 4.0
Ly 200000.0
ngrid_x 400.0
i: 0000, t: 0 seconds, Δt: 1.100 seconds, umax = (5.2e-01, 5.2e-01, 9.2e-03) ms⁻¹, wall time: 0 seconds
i: 186000, t: 64.496 days, Δt: 30 seconds, umax = (5.3e-01, 5.8e-01, 3.3e-02) ms⁻¹, wall time: 6.902 hours
i: 187000, t: 64.843 days, Δt: 30 seconds, umax = (5.4e-01, 5.7e-01, 4.2e-02) ms⁻¹, wall time: 6.938 hours
i: 188000, t: 65.191 days, Δt: 30 seconds, umax = (5.3e-01, 5.8e-01, 3.8e-02) ms⁻¹, wall time: 6.975 hours
i: 189000, t: 65.538 days, Δt: 30 seconds, umax = (5.3e-01, 5.8e-01, 3.7e-02) ms⁻¹, wall time: 7.012 hours
i: 190000, t: 65.885 days, Δt: 30 seconds, umax = (5.4e-01, 5.8e-01, 4.2e-02) ms⁻¹, wall time: 7.048 hours
i: 191000, t: 66.232 days, Δt: 30 seconds, umax = (5.6e-01, 5.8e-01, 4.1e-02) ms⁻¹, wall time: 7.085 hours
i: 192000, t: 66.580 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 4.1e-02) ms⁻¹, wall time: 7.121 hours
i: 193000, t: 66.927 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 4.4e-02) ms⁻¹, wall time: 7.157 hours
i: 194000, t: 67.274 days, Δt: 30 seconds, umax = (5.6e-01, 5.9e-01, 5.5e-02) ms⁻¹, wall time: 7.194 hours
i: 195000, t: 67.621 days, Δt: 30 seconds, umax = (5.6e-01, 5.9e-01, 4.8e-02) ms⁻¹, wall time: 7.230 hours
i: 196000, t: 67.968 days, Δt: 30 seconds, umax = (5.5e-01, 5.9e-01, 5.1e-02) ms⁻¹, wall time: 7.266 hours
i: 197000, t: 68.316 days, Δt: 30 seconds, umax = (5.6e-01, 5.8e-01, 6.0e-02) ms⁻¹, wall time: 7.303 hours
i: 198000, t: 68.663 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 5.0e-02) ms⁻¹, wall time: 7.339 hours
i: 199000, t: 69.010 days, Δt: 30 seconds, umax = (5.6e-01, 5.7e-01, 4.4e-02) ms⁻¹, wall time: 7.375 hours
i: 200000, t: 69.357 days, Δt: 30 seconds, umax = (5.6e-01, 5.6e-01, 3.9e-02) ms⁻¹, wall time: 7.412 hours
i: 201000, t: 69.705 days, Δt: 30 seconds, umax = (5.7e-01, 5.3e-01, 5.9e-02) ms⁻¹, wall time: 7.448 hours
i: 202000, t: 70.052 days, Δt: 30 seconds, umax = (5.8e-01, 5.3e-01, 6.1e-02) ms⁻¹, wall time: 7.485 hours
i: 203000, t: 70.399 days, Δt: 30 seconds, umax = (5.8e-01, 5.3e-01, 5.9e-02) ms⁻¹, wall time: 7.521 hours
i: 204000, t: 70.746 days, Δt: 30 seconds, umax = (5.9e-01, 5.4e-01, 4.2e-02) ms⁻¹, wall time: 7.557 hours
i: 205000, t: 71.093 days, Δt: 30 seconds, umax = (5.9e-01, 5.3e-01, 5.4e-02) ms⁻¹, wall time: 7.594 hours
i: 206000, t: 71.441 days, Δt: 30 seconds, umax = (5.9e-01, 5.5e-01, 4.4e-02) ms⁻¹, wall time: 7.630 hours
i: 207000, t: 71.788 days, Δt: 30 seconds, umax = (5.8e-01, 5.7e-01, 5.3e-02) ms⁻¹, wall time: 7.667 hours
i: 208000, t: 72.135 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 4.4e-02) ms⁻¹, wall time: 7.704 hours
i: 209000, t: 72.482 days, Δt: 30 seconds, umax = (5.6e-01, 5.7e-01, 5.3e-02) ms⁻¹, wall time: 7.740 hours
i: 210000, t: 72.830 days, Δt: 30 seconds, umax = (5.5e-01, 5.7e-01, 4.5e-02) ms⁻¹, wall time: 7.777 hours
i: 211000, t: 73.177 days, Δt: 30 seconds, umax = (5.4e-01, 5.8e-01, 4.7e-02) ms⁻¹, wall time: 7.814 hours
i: 212000, t: 73.524 days, Δt: 30 seconds, umax = (5.3e-01, 5.8e-01, 4.6e-02) ms⁻¹, wall time: 7.850 hours
i: 213000, t: 73.871 days, Δt: 30 seconds, umax = (5.2e-01, 5.7e-01, 6.1e-02) ms⁻¹, wall time: 7.887 hours
i: 214000, t: 74.218 days, Δt: 30 seconds, umax = (5.2e-01, 5.7e-01, 4.4e-02) ms⁻¹, wall time: 7.924 hours
i: 215000, t: 74.566 days, Δt: 30 seconds, umax = (5.4e-01, 5.6e-01, 4.9e-02) ms⁻¹, wall time: 7.960 hours
i: 216000, t: 74.913 days, Δt: 30 seconds, umax = (5.6e-01, 5.5e-01, 5.7e-02) ms⁻¹, wall time: 7.997 hours
i: 217000, t: 75.260 days, Δt: 30 seconds, umax = (5.6e-01, 5.6e-01, 7.2e-02) ms⁻¹, wall time: 8.034 hours
i: 218000, t: 75.607 days, Δt: 30 seconds, umax = (5.7e-01, 5.8e-01, 4.7e-02) ms⁻¹, wall time: 8.070 hours
i: 219000, t: 75.955 days, Δt: 30 seconds, umax = (5.7e-01, 5.9e-01, 5.5e-02) ms⁻¹, wall time: 8.106 hours
i: 220000, t: 76.302 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 5.0e-02) ms⁻¹, wall time: 8.143 hours
i: 221000, t: 76.649 days, Δt: 30 seconds, umax = (5.4e-01, 6.0e-01, 4.9e-02) ms⁻¹, wall time: 8.179 hours
i: 222000, t: 76.996 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 4.9e-02) ms⁻¹, wall time: 8.215 hours
i: 223000, t: 77.343 days, Δt: 30 seconds, umax = (5.6e-01, 5.9e-01, 5.4e-02) ms⁻¹, wall time: 8.253 hours
i: 224000, t: 77.691 days, Δt: 30 seconds, umax = (5.6e-01, 5.7e-01, 5.0e-02) ms⁻¹, wall time: 8.289 hours
i: 225000, t: 78.038 days, Δt: 30 seconds, umax = (5.6e-01, 5.6e-01, 5.6e-02) ms⁻¹, wall time: 8.325 hours
i: 226000, t: 78.385 days, Δt: 30 seconds, umax = (5.8e-01, 5.4e-01, 7.6e-02) ms⁻¹, wall time: 8.361 hours
i: 227000, t: 78.732 days, Δt: 30 seconds, umax = (6.0e-01, 5.3e-01, 7.0e-02) ms⁻¹, wall time: 8.398 hours
i: 228000, t: 79.080 days, Δt: 30 seconds, umax = (6.0e-01, 5.3e-01, 5.1e-02) ms⁻¹, wall time: 8.434 hours
i: 229000, t: 79.427 days, Δt: 30 seconds, umax = (5.9e-01, 5.4e-01, 5.1e-02) ms⁻¹, wall time: 8.471 hours
i: 230000, t: 79.774 days, Δt: 30 seconds, umax = (6.0e-01, 5.4e-01, 5.4e-02) ms⁻¹, wall time: 8.507 hours
i: 231000, t: 80.121 days, Δt: 30 seconds, umax = (6.1e-01, 5.5e-01, 5.8e-02) ms⁻¹, wall time: 8.544 hours
i: 232000, t: 80.468 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 7.4e-02) ms⁻¹, wall time: 8.580 hours
i: 233000, t: 80.816 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.5e-02) ms⁻¹, wall time: 8.617 hours
i: 234000, t: 81.163 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 6.9e-02) ms⁻¹, wall time: 8.654 hours
i: 235000, t: 81.510 days, Δt: 30 seconds, umax = (6.1e-01, 5.6e-01, 4.7e-02) ms⁻¹, wall time: 8.690 hours
i: 236000, t: 81.857 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 6.0e-02) ms⁻¹, wall time: 8.726 hours
i: 237000, t: 82.205 days, Δt: 30 seconds, umax = (5.8e-01, 5.7e-01, 5.1e-02) ms⁻¹, wall time: 8.764 hours
i: 238000, t: 82.552 days, Δt: 30 seconds, umax = (5.9e-01, 5.4e-01, 5.1e-02) ms⁻¹, wall time: 8.800 hours
i: 239000, t: 82.899 days, Δt: 30 seconds, umax = (5.9e-01, 5.5e-01, 9.6e-02) ms⁻¹, wall time: 8.836 hours
i: 240000, t: 83.246 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 6.3e-02) ms⁻¹, wall time: 8.873 hours
i: 241000, t: 83.593 days, Δt: 30 seconds, umax = (5.6e-01, 5.7e-01, 5.3e-02) ms⁻¹, wall time: 8.910 hours
i: 242000, t: 83.941 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 5.7e-02) ms⁻¹, wall time: 8.946 hours
i: 243000, t: 84.288 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.3e-02) ms⁻¹, wall time: 8.983 hours
i: 244000, t: 84.635 days, Δt: 30 seconds, umax = (5.8e-01, 5.9e-01, 7.4e-02) ms⁻¹, wall time: 9.019 hours
i: 245000, t: 84.982 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 8.8e-02) ms⁻¹, wall time: 9.055 hours
i: 246000, t: 85.330 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 8.8e-02) ms⁻¹, wall time: 9.092 hours
i: 247000, t: 85.677 days, Δt: 30 seconds, umax = (5.7e-01, 6.2e-01, 8.0e-02) ms⁻¹, wall time: 9.128 hours
i: 248000, t: 86.024 days, Δt: 30 seconds, umax = (5.5e-01, 6.3e-01, 5.8e-02) ms⁻¹, wall time: 9.165 hours
i: 249000, t: 86.371 days, Δt: 30 seconds, umax = (5.3e-01, 6.2e-01, 6.5e-02) ms⁻¹, wall time: 9.201 hours
i: 250000, t: 86.718 days, Δt: 30 seconds, umax = (5.2e-01, 6.0e-01, 6.1e-02) ms⁻¹, wall time: 9.238 hours
i: 251000, t: 87.066 days, Δt: 30 seconds, umax = (5.1e-01, 6.0e-01, 6.5e-02) ms⁻¹, wall time: 9.274 hours
i: 252000, t: 87.413 days, Δt: 30 seconds, umax = (5.0e-01, 6.0e-01, 7.5e-02) ms⁻¹, wall time: 9.310 hours
i: 253000, t: 87.760 days, Δt: 30 seconds, umax = (5.1e-01, 5.8e-01, 7.6e-02) ms⁻¹, wall time: 9.347 hours
i: 254000, t: 88.107 days, Δt: 30 seconds, umax = (5.4e-01, 5.6e-01, 5.9e-02) ms⁻¹, wall time: 9.383 hours
i: 255000, t: 88.455 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 5.6e-02) ms⁻¹, wall time: 9.420 hours
i: 256000, t: 88.802 days, Δt: 30 seconds, umax = (5.8e-01, 5.7e-01, 5.4e-02) ms⁻¹, wall time: 9.456 hours
i: 257000, t: 89.149 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 5.4e-02) ms⁻¹, wall time: 9.493 hours
i: 258000, t: 89.496 days, Δt: 30 seconds, umax = (6.0e-01, 5.8e-01, 6.1e-02) ms⁻¹, wall time: 9.529 hours
i: 259000, t: 89.843 days, Δt: 30 seconds, umax = (6.1e-01, 5.7e-01, 6.8e-02) ms⁻¹, wall time: 9.565 hours
i: 260000, t: 90.191 days, Δt: 30 seconds, umax = (6.1e-01, 5.8e-01, 5.8e-02) ms⁻¹, wall time: 9.607 hours
i: 261000, t: 90.538 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 6.1e-02) ms⁻¹, wall time: 9.643 hours
i: 262000, t: 90.885 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 7.9e-02) ms⁻¹, wall time: 9.679 hours
i: 263000, t: 91.232 days, Δt: 30 seconds, umax = (5.8e-01, 5.5e-01, 6.1e-02) ms⁻¹, wall time: 9.716 hours
i: 264000, t: 91.580 days, Δt: 30 seconds, umax = (5.8e-01, 5.4e-01, 5.9e-02) ms⁻¹, wall time: 9.752 hours
i: 265000, t: 91.927 days, Δt: 30 seconds, umax = (5.7e-01, 5.5e-01, 6.1e-02) ms⁻¹, wall time: 9.788 hours
i: 266000, t: 92.274 days, Δt: 30 seconds, umax = (5.7e-01, 5.5e-01, 6.7e-02) ms⁻¹, wall time: 9.825 hours
i: 267000, t: 92.621 days, Δt: 30 seconds, umax = (5.9e-01, 5.3e-01, 7.7e-02) ms⁻¹, wall time: 9.861 hours
i: 268000, t: 92.968 days, Δt: 30 seconds, umax = (5.9e-01, 5.4e-01, 6.3e-02) ms⁻¹, wall time: 9.897 hours
i: 269000, t: 93.316 days, Δt: 30 seconds, umax = (5.8e-01, 5.7e-01, 6.5e-02) ms⁻¹, wall time: 9.934 hours
i: 270000, t: 93.663 days, Δt: 30 seconds, umax = (5.7e-01, 5.6e-01, 7.8e-02) ms⁻¹, wall time: 9.970 hours
i: 271000, t: 94.010 days, Δt: 30 seconds, umax = (5.7e-01, 5.6e-01, 5.9e-02) ms⁻¹, wall time: 10.007 hours
i: 272000, t: 94.357 days, Δt: 30 seconds, umax = (5.7e-01, 5.8e-01, 6.1e-02) ms⁻¹, wall time: 10.043 hours
i: 273000, t: 94.705 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 8.7e-02) ms⁻¹, wall time: 10.079 hours
i: 274000, t: 95.052 days, Δt: 30 seconds, umax = (5.4e-01, 6.2e-01, 8.3e-02) ms⁻¹, wall time: 10.115 hours
i: 275000, t: 95.399 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 5.5e-02) ms⁻¹, wall time: 10.151 hours
i: 276000, t: 95.746 days, Δt: 30 seconds, umax = (5.5e-01, 5.9e-01, 6.1e-02) ms⁻¹, wall time: 10.187 hours
i: 277000, t: 96.093 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 7.4e-02) ms⁻¹, wall time: 10.224 hours
i: 278000, t: 96.441 days, Δt: 30 seconds, umax = (5.4e-01, 5.9e-01, 8.7e-02) ms⁻¹, wall time: 10.260 hours
i: 279000, t: 96.788 days, Δt: 30 seconds, umax = (5.6e-01, 5.7e-01, 5.2e-02) ms⁻¹, wall time: 10.296 hours
i: 280000, t: 97.135 days, Δt: 30 seconds, umax = (5.7e-01, 5.5e-01, 6.2e-02) ms⁻¹, wall time: 10.333 hours
i: 281000, t: 97.482 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 6.1e-02) ms⁻¹, wall time: 10.369 hours
i: 282000, t: 97.830 days, Δt: 30 seconds, umax = (5.9e-01, 5.6e-01, 7.2e-02) ms⁻¹, wall time: 10.405 hours
i: 283000, t: 98.177 days, Δt: 30 seconds, umax = (6.1e-01, 5.5e-01, 7.1e-02) ms⁻¹, wall time: 10.441 hours
i: 284000, t: 98.524 days, Δt: 30 seconds, umax = (5.9e-01, 5.6e-01, 6.4e-02) ms⁻¹, wall time: 10.477 hours
i: 285000, t: 98.871 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.3e-02) ms⁻¹, wall time: 10.513 hours
i: 286000, t: 99.218 days, Δt: 30 seconds, umax = (6.0e-01, 5.8e-01, 6.0e-02) ms⁻¹, wall time: 10.550 hours
i: 287000, t: 99.566 days, Δt: 30 seconds, umax = (6.1e-01, 5.6e-01, 6.8e-02) ms⁻¹, wall time: 10.586 hours
i: 288000, t: 99.913 days, Δt: 30 seconds, umax = (6.0e-01, 5.5e-01, 6.3e-02) ms⁻¹, wall time: 10.621 hours
i: 289000, t: 100.260 days, Δt: 30 seconds, umax = (5.8e-01, 5.4e-01, 5.1e-02) ms⁻¹, wall time: 10.658 hours
i: 290000, t: 100.607 days, Δt: 30 seconds, umax = (6.0e-01, 5.3e-01, 6.1e-02) ms⁻¹, wall time: 10.694 hours
i: 291000, t: 100.955 days, Δt: 30 seconds, umax = (6.3e-01, 5.2e-01, 5.7e-02) ms⁻¹, wall time: 10.729 hours
i: 292000, t: 101.302 days, Δt: 30 seconds, umax = (6.2e-01, 5.0e-01, 8.1e-02) ms⁻¹, wall time: 10.766 hours
i: 293000, t: 101.649 days, Δt: 30 seconds, umax = (6.1e-01, 5.1e-01, 6.6e-02) ms⁻¹, wall time: 10.802 hours
i: 294000, t: 101.996 days, Δt: 30 seconds, umax = (6.2e-01, 5.3e-01, 7.3e-02) ms⁻¹, wall time: 10.838 hours
i: 295000, t: 102.343 days, Δt: 30 seconds, umax = (6.3e-01, 5.6e-01, 6.0e-02) ms⁻¹, wall time: 10.874 hours
i: 296000, t: 102.691 days, Δt: 30 seconds, umax = (6.2e-01, 5.8e-01, 6.3e-02) ms⁻¹, wall time: 10.910 hours
i: 297000, t: 103.038 days, Δt: 30 seconds, umax = (6.0e-01, 6.1e-01, 6.7e-02) ms⁻¹, wall time: 10.946 hours
i: 298000, t: 103.385 days, Δt: 30 seconds, umax = (5.7e-01, 6.2e-01, 6.8e-02) ms⁻¹, wall time: 10.982 hours
i: 299000, t: 103.732 days, Δt: 30 seconds, umax = (5.8e-01, 6.2e-01, 6.3e-02) ms⁻¹, wall time: 11.018 hours
i: 300000, t: 104.080 days, Δt: 30 seconds, umax = (5.7e-01, 6.3e-01, 7.8e-02) ms⁻¹, wall time: 11.054 hours
i: 301000, t: 104.427 days, Δt: 30 seconds, umax = (5.5e-01, 6.3e-01, 5.7e-02) ms⁻¹, wall time: 11.090 hours
i: 302000, t: 104.774 days, Δt: 30 seconds, umax = (5.3e-01, 6.1e-01, 6.2e-02) ms⁻¹, wall time: 11.125 hours
i: 303000, t: 105.121 days, Δt: 30 seconds, umax = (5.3e-01, 6.1e-01, 6.7e-02) ms⁻¹, wall time: 11.162 hours
i: 304000, t: 105.468 days, Δt: 30 seconds, umax = (5.4e-01, 6.0e-01, 5.3e-02) ms⁻¹, wall time: 11.197 hours
i: 305000, t: 105.816 days, Δt: 30 seconds, umax = (5.4e-01, 6.1e-01, 6.3e-02) ms⁻¹, wall time: 11.233 hours
i: 306000, t: 106.163 days, Δt: 30 seconds, umax = (5.5e-01, 6.0e-01, 6.3e-02) ms⁻¹, wall time: 11.269 hours
i: 307000, t: 106.510 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 9.2e-02) ms⁻¹, wall time: 11.305 hours
i: 308000, t: 106.857 days, Δt: 30 seconds, umax = (5.7e-01, 6.0e-01, 7.4e-02) ms⁻¹, wall time: 11.341 hours
i: 309000, t: 107.205 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 6.0e-02) ms⁻¹, wall time: 11.378 hours
i: 310000, t: 107.552 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 5.3e-02) ms⁻¹, wall time: 11.414 hours
i: 311000, t: 107.899 days, Δt: 30 seconds, umax = (5.8e-01, 5.9e-01, 5.0e-02) ms⁻¹, wall time: 11.449 hours
i: 312000, t: 108.246 days, Δt: 30 seconds, umax = (5.7e-01, 5.9e-01, 5.3e-02) ms⁻¹, wall time: 11.486 hours
i: 313000, t: 108.593 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 5.3e-02) ms⁻¹, wall time: 11.522 hours
i: 314000, t: 108.941 days, Δt: 30 seconds, umax = (5.8e-01, 5.5e-01, 6.3e-02) ms⁻¹, wall time: 11.558 hours
i: 315000, t: 109.288 days, Δt: 30 seconds, umax = (5.9e-01, 5.4e-01, 8.6e-02) ms⁻¹, wall time: 11.595 hours
i: 316000, t: 109.635 days, Δt: 30 seconds, umax = (6.1e-01, 5.3e-01, 6.9e-02) ms⁻¹, wall time: 11.631 hours
i: 317000, t: 109.982 days, Δt: 30 seconds, umax = (6.2e-01, 5.3e-01, 6.4e-02) ms⁻¹, wall time: 11.667 hours
i: 318000, t: 110.330 days, Δt: 30 seconds, umax = (6.2e-01, 5.4e-01, 5.9e-02) ms⁻¹, wall time: 11.704 hours
i: 319000, t: 110.677 days, Δt: 30 seconds, umax = (6.1e-01, 5.7e-01, 7.0e-02) ms⁻¹, wall time: 11.740 hours
i: 320000, t: 111.024 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.0e-02) ms⁻¹, wall time: 11.777 hours
i: 321000, t: 111.371 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.3e-02) ms⁻¹, wall time: 11.813 hours
i: 322000, t: 111.718 days, Δt: 30 seconds, umax = (5.7e-01, 5.9e-01, 6.2e-02) ms⁻¹, wall time: 11.849 hours
i: 323000, t: 112.066 days, Δt: 30 seconds, umax = (5.5e-01, 5.9e-01, 6.3e-02) ms⁻¹, wall time: 11.886 hours
i: 324000, t: 112.413 days, Δt: 30 seconds, umax = (5.4e-01, 5.9e-01, 6.4e-02) ms⁻¹, wall time: 11.922 hours
i: 325000, t: 112.760 days, Δt: 30 seconds, umax = (5.4e-01, 5.9e-01, 6.7e-02) ms⁻¹, wall time: 11.958 hours
i: 326000, t: 113.107 days, Δt: 30 seconds, umax = (5.4e-01, 5.8e-01, 5.5e-02) ms⁻¹, wall time: 11.994 hours
i: 327000, t: 113.455 days, Δt: 30 seconds, umax = (5.5e-01, 5.9e-01, 7.0e-02) ms⁻¹, wall time: 12.030 hours
i: 328000, t: 113.802 days, Δt: 30 seconds, umax = (5.6e-01, 5.9e-01, 8.1e-02) ms⁻¹, wall time: 12.066 hours
i: 329000, t: 114.149 days, Δt: 30 seconds, umax = (5.7e-01, 6.1e-01, 7.0e-02) ms⁻¹, wall time: 12.106 hours
i: 330000, t: 114.496 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 5.8e-02) ms⁻¹, wall time: 12.142 hours
i: 331000, t: 114.843 days, Δt: 30 seconds, umax = (5.8e-01, 6.3e-01, 6.3e-02) ms⁻¹, wall time: 12.178 hours
i: 332000, t: 115.191 days, Δt: 30 seconds, umax = (5.8e-01, 6.3e-01, 6.0e-02) ms⁻¹, wall time: 12.215 hours
i: 333000, t: 115.538 days, Δt: 30 seconds, umax = (5.8e-01, 6.2e-01, 6.7e-02) ms⁻¹, wall time: 12.251 hours
i: 334000, t: 115.885 days, Δt: 30 seconds, umax = (5.7e-01, 6.0e-01, 6.1e-02) ms⁻¹, wall time: 12.287 hours
i: 335000, t: 116.232 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 7.1e-02) ms⁻¹, wall time: 12.324 hours
i: 336000, t: 116.580 days, Δt: 30 seconds, umax = (5.5e-01, 5.8e-01, 6.2e-02) ms⁻¹, wall time: 12.360 hours
i: 337000, t: 116.927 days, Δt: 30 seconds, umax = (5.7e-01, 5.6e-01, 7.1e-02) ms⁻¹, wall time: 12.396 hours
i: 338000, t: 117.274 days, Δt: 30 seconds, umax = (5.7e-01, 5.4e-01, 6.0e-02) ms⁻¹, wall time: 12.433 hours
i: 339000, t: 117.621 days, Δt: 30 seconds, umax = (5.9e-01, 5.3e-01, 7.2e-02) ms⁻¹, wall time: 12.469 hours
i: 340000, t: 117.968 days, Δt: 30 seconds, umax = (6.1e-01, 5.2e-01, 7.2e-02) ms⁻¹, wall time: 12.505 hours
i: 341000, t: 118.316 days, Δt: 30 seconds, umax = (6.1e-01, 5.3e-01, 6.8e-02) ms⁻¹, wall time: 12.542 hours
i: 342000, t: 118.663 days, Δt: 30 seconds, umax = (6.1e-01, 5.5e-01, 8.0e-02) ms⁻¹, wall time: 12.578 hours
i: 343000, t: 119.010 days, Δt: 30 seconds, umax = (6.2e-01, 5.6e-01, 8.3e-02) ms⁻¹, wall time: 12.615 hours
i: 344000, t: 119.357 days, Δt: 30 seconds, umax = (6.1e-01, 5.8e-01, 8.1e-02) ms⁻¹, wall time: 12.651 hours
i: 345000, t: 119.705 days, Δt: 30 seconds, umax = (6.0e-01, 5.8e-01, 7.8e-02) ms⁻¹, wall time: 12.687 hours
i: 346000, t: 120.052 days, Δt: 30 seconds, umax = (6.0e-01, 5.6e-01, 7.6e-02) ms⁻¹, wall time: 12.725 hours
i: 347000, t: 120.399 days, Δt: 30 seconds, umax = (6.0e-01, 5.6e-01, 7.8e-02) ms⁻¹, wall time: 12.762 hours
i: 348000, t: 120.746 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 7.4e-02) ms⁻¹, wall time: 12.798 hours
i: 349000, t: 121.093 days, Δt: 30 seconds, umax = (5.9e-01, 5.7e-01, 7.8e-02) ms⁻¹, wall time: 12.835 hours
i: 350000, t: 121.441 days, Δt: 30 seconds, umax = (6.0e-01, 5.4e-01, 7.8e-02) ms⁻¹, wall time: 12.871 hours
i: 351000, t: 121.788 days, Δt: 30 seconds, umax = (6.1e-01, 5.4e-01, 7.2e-02) ms⁻¹, wall time: 12.907 hours
i: 352000, t: 122.135 days, Δt: 30 seconds, umax = (6.0e-01, 5.6e-01, 7.1e-02) ms⁻¹, wall time: 12.945 hours
i: 353000, t: 122.482 days, Δt: 30 seconds, umax = (6.1e-01, 5.6e-01, 6.9e-02) ms⁻¹, wall time: 12.981 hours
i: 354000, t: 122.830 days, Δt: 30 seconds, umax = (6.2e-01, 5.7e-01, 8.7e-02) ms⁻¹, wall time: 13.017 hours
i: 355000, t: 123.177 days, Δt: 30 seconds, umax = (6.0e-01, 5.9e-01, 9.0e-02) ms⁻¹, wall time: 13.054 hours
i: 356000, t: 123.524 days, Δt: 30 seconds, umax = (6.0e-01, 6.0e-01, 8.3e-02) ms⁻¹, wall time: 13.091 hours
i: 357000, t: 123.871 days, Δt: 30 seconds, umax = (6.1e-01, 6.1e-01, 7.3e-02) ms⁻¹, wall time: 13.127 hours
i: 358000, t: 124.218 days, Δt: 30 seconds, umax = (6.0e-01, 6.2e-01, 5.8e-02) ms⁻¹, wall time: 13.165 hours
i: 359000, t: 124.566 days, Δt: 30 seconds, umax = (5.6e-01, 6.4e-01, 6.7e-02) ms⁻¹, wall time: 13.201 hours
i: 360000, t: 124.913 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 7.0e-02) ms⁻¹, wall time: 13.237 hours
i: 361000, t: 125.260 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 6.5e-02) ms⁻¹, wall time: 13.275 hours
i: 362000, t: 125.607 days, Δt: 30 seconds, umax = (5.6e-01, 6.2e-01, 6.5e-02) ms⁻¹, wall time: 13.311 hours
i: 363000, t: 125.955 days, Δt: 30 seconds, umax = (5.5e-01, 6.2e-01, 6.5e-02) ms⁻¹, wall time: 13.347 hours
i: 364000, t: 126.302 days, Δt: 30 seconds, umax = (5.7e-01, 5.8e-01, 6.5e-02) ms⁻¹, wall time: 13.385 hours
i: 365000, t: 126.649 days, Δt: 30 seconds, umax = (5.7e-01, 5.9e-01, 5.7e-02) ms⁻¹, wall time: 13.421 hours
i: 366000, t: 126.996 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 6.4e-02) ms⁻¹, wall time: 13.457 hours
i: 367000, t: 127.343 days, Δt: 30 seconds, umax = (5.7e-01, 6.2e-01, 5.6e-02) ms⁻¹, wall time: 13.494 hours
i: 368000, t: 127.691 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 6.7e-02) ms⁻¹, wall time: 13.531 hours
i: 369000, t: 128.038 days, Δt: 30 seconds, umax = (5.9e-01, 6.1e-01, 6.5e-02) ms⁻¹, wall time: 13.568 hours
i: 370000, t: 128.385 days, Δt: 30 seconds, umax = (5.8e-01, 6.2e-01, 6.8e-02) ms⁻¹, wall time: 13.604 hours
i: 371000, t: 128.732 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 6.4e-02) ms⁻¹, wall time: 13.640 hours
i: 372000, t: 129.080 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 7.2e-02) ms⁻¹, wall time: 13.677 hours
i: 373000, t: 129.427 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 6.6e-02) ms⁻¹, wall time: 13.713 hours
